  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.2000E-01  0.0000E+00
  0.0000E+00  0.4000E-01  0.0000E+00
  0.0000E+00  0.6000E-01  0.0000E+00
  0.0000E+00  0.8000E-01  0.0000E+00
  0.0000E+00  0.1000E+00  0.0000E+00
  0.0000E+00  0.1200E+00  0.0000E+00
  0.0000E+00  0.1400E+00  0.0000E+00
  0.0000E+00  0.1600E+00  0.0000E+00
  0.0000E+00  0.1800E+00  0.0000E+00
  0.0000E+00  0.2000E+00  0.0000E+00
  0.0000E+00  0.2200E+00  0.0000E+00
  0.0000E+00  0.2400E+00  0.0000E+00
  0.0000E+00  0.2600E+00  0.0000E+00
  0.0000E+00  0.2800E+00  0.0000E+00
  0.0000E+00  0.3000E+00  0.0000E+00
  0.0000E+00  0.3200E+00  0.0000E+00
  0.0000E+00  0.3400E+00  0.0000E+00
  0.0000E+00  0.3600E+00  0.0000E+00
  0.0000E+00  0.3800E+00  0.0000E+00
  0.0000E+00  0.4000E+00  0.0000E+00
  0.0000E+00  0.4200E+00  0.0000E+00
  0.0000E+00  0.4400E+00  0.0000E+00
  0.0000E+00  0.4600E+00  0.0000E+00
  0.0000E+00  0.4800E+00  0.0000E+00
  0.0000E+00  0.5000E+00  0.0000E+00
  0.0000E+00  0.5200E+00  0.0000E+00
  0.0000E+00  0.5400E+00  0.0000E+00
  0.0000E+00  0.5600E+00  0.0000E+00
  0.0000E+00  0.5800E+00  0.0000E+00
  0.0000E+00  0.6000E+00  0.0000E+00
  0.0000E+00  0.6200E+00  0.0000E+00
  0.0000E+00  0.6400E+00  0.0000E+00
  0.0000E+00  0.6600E+00  0.0000E+00
  0.0000E+00  0.6800E+00  0.0000E+00
  0.0000E+00  0.7000E+00  0.0000E+00
  0.0000E+00  0.7200E+00  0.0000E+00
  0.0000E+00  0.7400E+00  0.0000E+00
  0.0000E+00  0.7600E+00  0.0000E+00
  0.0000E+00  0.7800E+00  0.0000E+00
  0.0000E+00  0.8000E+00  0.0000E+00
  0.0000E+00  0.8200E+00  0.0000E+00
  0.0000E+00  0.8400E+00  0.0000E+00
  0.0000E+00  0.8600E+00  0.0000E+00
  0.0000E+00  0.8800E+00  0.0000E+00
  0.0000E+00  0.9000E+00  0.0000E+00
  0.0000E+00  0.9200E+00  0.0000E+00
  0.0000E+00  0.9400E+00  0.0000E+00
  0.0000E+00  0.9600E+00  0.0000E+00
  0.0000E+00  0.9800E+00  0.0000E+00
  0.0000E+00  0.1000E+01  0.0000E+00

  0.2000E-01  0.0000E+00  0.0000E+00
  0.2000E-01  0.2000E-01  0.0000E+00
  0.2000E-01  0.4000E-01  0.0000E+00
  0.2000E-01  0.6000E-01 -0.2168E-18
  0.2000E-01  0.8000E-01  0.0000E+00
  0.2000E-01  0.1000E+00  0.3469E-17
  0.2000E-01  0.1200E+00  0.0000E+00
  0.2000E-01  0.1400E+00  0.3469E-17
  0.2000E-01  0.1600E+00  0.0000E+00
  0.2000E-01  0.1800E+00  0.0000E+00
  0.2000E-01  0.2000E+00  0.0000E+00
  0.2000E-01  0.2200E+00  0.1388E-16
  0.2000E-01  0.2400E+00  0.0000E+00
  0.2000E-01  0.2600E+00 -0.2776E-16
  0.2000E-01  0.2800E+00  0.2776E-16
  0.2000E-01  0.3000E+00  0.1388E-16
  0.2000E-01  0.3200E+00 -0.2776E-16
  0.2000E-01  0.3400E+00  0.0000E+00
  0.2000E-01  0.3600E+00  0.5551E-16
  0.2000E-01  0.3800E+00  0.4163E-16
  0.2000E-01  0.4000E+00 -0.5551E-16
  0.2000E-01  0.4200E+00 -0.2776E-16
  0.2000E-01  0.4400E+00 -0.2776E-16
  0.2000E-01  0.4600E+00  0.2776E-16
  0.2000E-01  0.4800E+00  0.2776E-16
  0.2000E-01  0.5000E+00 -0.2776E-16
  0.2000E-01  0.5200E+00  0.5551E-16
